1,0,0,0,-1,-5,1,0,0,0,-1,-6,1,0,0,0,-1,-6,0,0,0,0,0,-6,2,1,1,1,1,-6,-85,-89,-89,-89,-88,-94,0,
1,0,0,0,-1,-6,2,1,1,0,-1,-7,0,0,0,-1,-2,-7,1,0,0,0,0,-7,1,1,1,1,1,-6,-80,-77,-77,-77,-90,-96,0,
0,0,0,0,-1,-6,1,0,-1,0,-1,-6,0,1,0,0,-1,-6,1,0,0,0,0,-6,2,1,1,1,2,-6,-85,-82,-82,-82,-79,-84,0,
1,0,0,0,-1,-6,1,1,0,1,0,-5,1,1,0,0,-1,-6,1,1,-1,0,1,-6,1,2,1,1,1,-6,-84,-87,-88,-88,-86,-91,0,
1,0,0,0,-1,-6,1,1,-1,0,-1,-6,1,0,0,0,0,-5,1,0,0,0,0,-6,2,1,1,1,2,-4,19,-70,-70,-70,-86,-91,0,
0,0,0,0,-1,-5,1,0,0,0,0,-6,1,1,0,-1,-1,-7,1,0,0,0,1,-6,2,1,0,1,1,-5,-80,-81,-82,-81,-72,-76,0,
1,0,-1,0,-1,-5,1,0,2,1,0,-5,1,0,0,0,0,-6,1,0,0,0,1,-6,2,1,1,1,2,-5,9,-92,-92,-92,-84,-90,0,
0,0,-1,0,-1,-5,1,0,-1,0,-1,-6,1,0,0,0,-1,-6,0,0,0,0,0,-7,0,1,0,1,2,-6,-82,-73,-73,-73,-85,-91,0,
1,0,0,0,-1,-5,0,0,0,1,0,-7,1,0,0,0,-1,-5,1,0,0,0,0,-7,1,0,-1,0,0,-6,-91,-86,-86,-86,-80,-85,0,
0,1,-1,0,-1,-6,1,0,0,0,-1,-7,0,0,0,0,0,-6,0,0,0,0,0,-7,2,1,0,0,0,-6,-86,-87,-87,-87,-86,-92,0,
0,0,-1,0,-1,-5,1,0,0,0,-1,-6,0,0,0,0,-1,-5,0,0,-1,0,0,-7,2,1,0,0,0,-7,-81,-80,-81,-81,-87,-93,0,
0,0,0,0,-1,-5,1,0,-1,0,-1,-7,1,1,0,0,-1,-6,0,0,0,0,0,-7,1,2,1,0,1,-7,-84,-84,-85,-81,-82,-88,0,
0,0,-1,0,-1,-5,0,0,-1,0,-1,-7,0,1,0,0,-1,-6,0,0,-1,0,1,-7,2,1,1,0,0,-7,-92,-93,-94,-90,-91,-97,0,
0,0,0,0,-1,-6,0,0,0,0,-1,-7,0,0,-1,0,-1,-6,0,0,0,0,0,-7,2,1,1,0,0,-7,-80,-80,-80,-84,-85,-91,0,
0,0,0,0,-1,-5,1,0,0,0,-1,-7,1,1,0,0,-1,-6,0,0,0,0,0,-7,1,1,0,1,1,-6,-88,-89,-89,-82,-83,-89,0,
1,0,0,0,-1,-6,0,0,0,0,-1,-7,0,0,0,0,-1,-6,0,0,0,0,0,-7,0,1,0,1,1,-6,-88,-89,-89,-91,-92,-98,0,
1,0,0,0,-1,-6,1,0,0,0,-1,-7,0,0,0,0,-1,-5,1,0,-1,0,0,-6,2,2,1,0,0,-7,-73,-74,-74,-80,-80,-86,0,
0,0,0,0,-1,-6,1,0,-1,0,-1,-7,1,0,0,0,-1,-6,0,0,0,0,0,-7,2,1,1,1,1,-6,-83,-84,-84,-85,-86,-92,0,
0,0,0,0,-1,-6,1,1,0,0,-1,-6,1,0,0,0,-1,-6,0,0,0,0,0,-7,1,0,0,0,0,-7,-85,-86,-86,-91,-92,-98,0,
1,0,0,0,-1,-6,2,1,1,1,0,-6,1,1,-1,0,-1,-6,0,0,0,0,0,-7,1,1,1,1,1,-6,-82,-81,-82,-80,-81,-87,0,
0,0,0,0,-1,-7,1,0,0,0,-1,-7,0,0,-1,0,-2,-7,0,0,0,0,0,-8,1,0,0,1,1,-8,-88,-87,-89,-88,-89,-96,0,
1,0,-1,0,-1,-6,2,1,1,1,-1,-8,1,0,0,0,-2,-7,1,0,0,0,0,-8,1,2,1,1,1,-8,-83,-83,-91,-91,-92,-99,0,
0,0,-1,0,-1,-6,1,1,0,1,-1,-8,0,0,0,0,-1,-7,1,1,-1,0,0,-8,1,0,1,1,1,-8,-84,-84,-78,-78,-79,-86,0,
0,0,0,0,-1,-6,0,0,-1,0,-1,-8,0,0,-1,0,-1,-7,1,0,-1,0,0,-6,1,1,0,0,1,-6,-89,-89,-81,-81,-82,-88,0,
1,0,0,0,-1,-6,1,1,0,0,0,-6,1,0,0,0,-1,-5,0,0,-1,0,0,-6,2,1,0,0,0,-7,-81,-81,-92,-92,-93,-91,0,
0,1,-1,0,-1,-6,1,0,-1,0,-1,-7,0,0,-1,0,-1,-6,1,1,0,0,0,-7,0,1,-1,0,0,-6,-82,-82,-80,-80,-81,-91,0,
1,0,-1,0,-1,-6,1,0,0,0,1,-6,0,0,0,0,-1,-6,0,0,0,0,0,-7,1,0,1,1,1,-6,-91,-90,-88,-87,-88,-84,0,
0,0,0,0,-1,-6,1,1,1,1,-1,-7,0,1,0,0,-1,-6,0,0,0,0,1,-7,1,1,0,0,0,-6,-76,-77,-92,-91,-92,-94,0,
0,0,0,0,-1,-6,2,1,1,1,-1,-7,0,1,0,0,-1,-6,1,0,-1,0,0,-7,1,0,1,1,1,-6,-81,-82,-78,-78,-79,-91,0,
0,0,0,0,-1,-5,0,0,0,0,-1,-7,0,0,0,0,-1,-6,0,0,0,0,1,-6,1,2,1,1,1,-6,-90,-91,-85,-85,-86,-92,0,
1,0,0,0,-1,-6,1,1,1,1,-1,-7,0,0,-1,0,0,-6,0,0,0,0,0,-7,2,1,1,1,1,-6,-74,-74,-92,-92,-93,-98,0,
1,0,0,0,-1,-5,1,2,1,0,-1,-7,0,0,0,0,-1,-6,1,0,-1,0,0,-7,2,0,0,0,2,-6,-87,-87,-81,-81,-82,-90,0,
0,0,0,0,-1,-6,1,0,0,0,-1,-7,0,0,0,0,-1,-6,0,1,0,0,0,-7,0,1,0,0,0,-7,-88,-88,-90,-90,-91,-91,0,
0,0,0,0,-1,-6,1,0,0,0,-1,-7,1,0,0,0,-1,-6,1,0,-1,0,0,-7,0,1,0,1,1,-6,-80,-90,-90,-90,-91,-97,0,
0,0,0,0,-1,-6,1,1,1,1,0,-6,1,1,0,0,-1,-6,1,0,0,0,0,-7,1,1,0,1,1,-5,-88,-85,-85,-85,-86,-85,0,
0,0,0,0,-1,-6,0,1,0,1,0,-6,1,0,0,0,-1,-6,1,0,0,0,0,-7,2,0,-1,0,1,-6,-88,-84,-85,-84,-85,-89,0,
0,0,0,0,-1,-6,1,0,0,0,-1,-7,1,0,0,0,-1,-6,1,0,-1,0,0,-7,1,1,1,1,0,-7,-76,-85,-86,-86,-90,-96,0,
1,0,-1,0,-1,-7,1,1,1,1,-1,-7,1,1,0,0,-2,-6,1,1,0,0,0,-7,1,1,1,1,1,-7,-85,-86,-87,-87,-88,-89,0,
1,0,0,0,-1,-6,0,0,0,0,-1,-7,1,0,0,0,-1,-7,1,1,0,0,0,-8,1,1,0,0,0,-7,-78,-78,-84,-84,-85,-98,0,
0,0,-1,0,-1,-6,1,0,0,0,0,-6,1,0,-1,0,-1,-6,1,0,0,0,0,-7,1,0,-1,0,0,-7,-83,-83,-78,-78,-79,-84,0,
0,0,0,0,-1,-7,1,0,0,1,0,-6,0,0,0,0,-1,-7,0,1,0,0,0,-7,1,2,1,1,0,-8,-85,-86,-92,-91,-92,-94,0,
1,0,0,0,-1,-7,1,0,0,1,0,-7,1,0,0,0,-1,-6,1,0,0,0,0,-7,2,1,0,0,0,-7,-77,-78,-80,-80,-81,-98,0,
1,0,0,0,-1,-7,1,0,0,0,-1,-8,1,1,-1,0,-1,-7,1,0,0,0,0,-7,1,0,-1,0,0,-8,-84,-85,-85,-85,-86,-87,0,
0,0,-1,0,-1,-7,1,0,0,0,-1,-8,1,0,0,0,-1,-7,0,0,0,0,0,-8,2,1,1,1,0,-8,-85,-89,-91,-90,-91,-91,0,
0,0,0,0,-1,-6,1,1,0,0,-1,-7,1,0,0,0,-1,-6,1,1,-1,0,1,-7,0,0,0,0,1,-6,-83,-84,-84,-84,-85,-95,0,
0,0,-1,0,-1,-6,1,0,0,1,0,-6,0,0,0,0,-1,-6,0,0,0,0,1,-7,1,0,0,0,1,-6,-85,-84,-86,-85,-82,-88,0,
0,0,0,0,-1,-6,1,1,1,0,-1,-7,1,0,0,0,-1,-6,0,0,-1,0,0,-6,1,1,0,1,1,-6,-81,-93,-94,-94,-93,-99,0,
1,0,-1,0,-1,-6,0,0,0,0,-1,-7,0,0,0,0,-1,-6,1,0,0,0,0,-7,2,2,0,1,0,-7,-81,-79,-79,-79,-91,-97,0,
1,0,-1,0,-1,-6,0,0,0,0,-1,-7,1,0,-1,0,-1,-6,0,1,0,0,0,-7,0,1,0,1,0,-7,-86,-80,-81,-80,-78,-84,0,
1,0,-1,0,-1,-6,1,1,0,0,-1,-7,1,0,0,0,-1,-6,1,0,-1,0,0,-7,2,0,0,0,1,-6,-78,-86,-88,-87,-87,-93,0,
1,0,0,0,-1,-6,1,0,-1,0,-1,-7,1,0,0,0,-1,-6,1,0,0,0,0,-7,1,1,1,1,1,-6,-84,-81,-81,-81,-87,-93,0,
1,0,0,0,-1,-6,0,0,0,0,-1,-7,-1,-1,-1,0,-1,-6,0,0,0,0,0,-7,1,0,0,0,1,-7,-91,-86,-86,-86,-79,-85,0,
0,0,-1,0,-1,-6,0,0,0,0,-1,-6,1,0,-1,0,-1,-6,1,0,0,0,1,-6,1,0,0,0,1,-7,-75,-87,-87,-87,-70,-77,0,
1,0,0,0,-1,-5,2,2,1,1,1,-6,1,1,0,0,-1,-6,1,1,0,0,0,-7,0,0,0,0,0,-7,-85,-79,-79,-79,-81,-88,0,
0,0,0,0,-1,-6,0,0,1,1,0,-7,1,0,0,0,-1,-6,1,0,-1,0,0,-7,1,1,1,0,0,-8,-93,-84,-85,-85,-86,-93,0,
1,0,0,0,-1,-7,0,0,0,0,-1,-8,0,0,0,0,-1,-7,0,0,0,0,0,-7,1,0,0,0,0,-8,-90,-90,-91,-90,-83,-90,0,
0,0,-1,0,-1,-7,1,0,0,0,-1,-8,1,0,-1,0,-1,-7,0,0,0,0,0,-8,1,0,0,1,1,-7,-81,-81,-81,-81,-85,-92,0,
0,1,0,0,-1,-6,1,1,0,0,-1,-7,0,0,0,0,-1,-6,0,0,0,0,0,-7,1,1,0,0,0,-7,-84,-85,-85,-85,-85,-91,0,
1,0,0,0,-1,-6,0,0,0,0,-1,-7,1,1,-1,-1,-2,-6,0,0,0,0,0,-7,2,1,1,1,1,-6,-89,-90,-91,-87,-88,-94,0,
0,0,0,0,0,-6,1,0,0,0,-1,-7,0,1,0,0,-1,-6,0,1,0,0,0,-7,1,0,0,0,0,-7,-80,-81,-81,-84,-85,-91,0,
0,0,-1,0,-1,-6,1,0,-1,0,0,-7,0,0,0,0,-1,-6,1,0,0,0,0,-7,1,1,0,0,0,-7,-85,-85,-85,-83,-83,-90,0,
0,0,0,0,-1,-6,0,0,-1,0,-1,-7,0,0,-1,0,-1,-6,1,0,0,0,0,-7,1,0,0,1,1,-6,-88,-89,-89,-87,-88,-94,0,
0,0,-1,0,-1,-6,1,0,0,0,-1,-7,0,0,-1,0,0,-6,0,0,0,0,0,-7,1,1,0,0,1,-8,-78,-79,-79,-82,-83,-89,0,
0,1,0,0,0,-6,1,0,-1,0,-1,-7,1,0,0,0,-1,-6,0,0,-1,0,0,-8,0,0,-1,0,0,-7,-87,-88,-89,-86,-87,-93,0,
1,0,-1,0,-1,-6,1,0,0,0,-1,-7,1,1,0,0,-1,-6,0,0,0,0,0,-7,1,0,0,0,0,-7,-86,-86,-87,-93,-94,-100,0,
0,0,0,0,-1,-6,1,0,-1,0,-1,-7,1,0,0,0,0,-6,0,0,0,0,0,-7,0,1,0,0,0,-7,-79,-79,-80,-82,-83,-89,0,
0,0,-1,0,-1,-6,0,0,0,0,0,-6,1,0,0,0,-1,-6,1,0,0,0,0,-7,0,0,0,0,0,-8,-91,-91,-91,-89,-90,-97,0,
0,0,-1,0,-1,-7,1,2,0,1,-1,-8,1,0,0,0,-1,-7,1,1,-1,0,0,-8,0,1,0,0,0,-7,-79,-80,-80,-90,-91,-98,0,
0,0,0,0,-1,-7,0,0,0,0,-1,-7,0,1,0,0,-1,-6,1,0,-1,0,0,-8,0,1,-1,0,0,-8,-83,-84,-79,-79,-80,-87,0,
0,0,0,0,-1,-7,0,0,0,0,-1,-8,0,0,-1,0,-1,-7,0,1,0,0,0,-8,0,0,1,1,1,-7,-88,-87,-84,-84,-85,-91,0,
1,0,0,0,-1,-7,0,0,0,0,-1,-8,0,0,-1,0,-1,-7,0,0,0,0,0,-7,0,1,0,0,0,-8,-80,-81,-90,-89,-90,-93,0,
1,0,-1,0,-1,-7,2,1,1,1,-1,-8,0,0,0,0,-1,-7,1,0,-1,0,0,-8,0,0,0,0,-1,-8,-84,-85,-81,-82,-82,-96,0,
0,0,-1,0,-1,-7,0,0,0,0,-1,-7,1,0,-1,0,-1,-7,0,0,0,0,0,-8,1,0,0,0,0,-8,-85,-85,-87,-86,-87,-93,0,
0,0,0,0,-2,-8,1,0,0,0,0,-7,1,0,0,0,-1,-7,1,0,0,0,0,-8,2,1,0,0,0,-7,-82,-82,-90,-89,-90,-98,0,
0,0,0,0,-1,-7,0,0,0,0,0,-7,0,0,0,0,-1,-7,1,0,0,0,0,-8,2,1,0,1,1,-7,-86,-87,-81,-81,-82,-91,0,
0,0,-1,0,-1,-7,1,2,1,1,0,-7,0,0,0,0,-1,-7,1,0,-1,0,0,-8,0,0,-1,0,0,-7,-87,-88,-81,-81,-82,-91,0,
0,0,0,0,-1,-7,1,0,-1,0,-1,-8,1,0,0,0,-1,-7,1,0,-1,-1,0,-8,1,1,0,1,1,-7,-75,-76,-89,-88,-89,-98,0,
0,0,0,0,-1,-7,1,0,-1,-1,-1,-8,0,0,-1,0,-2,-8,1,0,-1,0,0,-7,0,0,0,0,0,-8,-81,-81,-81,-81,-82,-93,0,
0,0,-1,0,-1,-7,0,0,0,0,-1,-8,1,0,0,-1,-1,-7,0,0,0,0,0,-8,0,1,1,1,1,-7,-93,-94,-87,-86,-87,-94,0,
0,0,-1,0,-1,-7,1,0,-1,0,-1,-8,0,1,-1,0,-1,-7,0,0,-1,0,0,-8,1,1,0,1,0,-7,-80,-81,-92,-91,-92,-100,0,
1,0,0,0,-1,-7,1,1,0,0,-1,-8,1,0,0,0,-2,-7,1,0,-1,0,0,-8,2,0,0,0,0,-8,-86,-83,-84,-83,-84,-91,0,
1,0,-1,0,-1,-7,0,0,0,0,-2,-8,0,0,0,0,-1,-7,0,0,-1,0,0,-8,2,0,0,0,0,-7,-91,-86,-86,-86,-87,-92,0,
1,0,-1,0,-1,-7,1,0,-1,0,-1,-8,0,0,-1,0,-1,-7,1,0,-1,0,0,-8,0,1,1,1,0,-8,-79,-90,-90,-90,-93,-100,0,
0,0,-1,0,-1,-7,1,0,-1,0,-1,-8,1,0,0,0,-1,-7,1,0,0,0,0,-8,0,0,0,0,0,-8,-81,-84,-84,-84,-82,-88,0,
0,0,-1,0,-1,-7,0,0,-1,0,-1,-8,0,0,0,-1,-1,-7,0,0,-1,0,0,-8,1,1,1,1,1,-7,-89,-89,-89,-89,-87,-94,0,
0,0,-1,0,-2,-7,0,0,0,0,-1,-8,0,0,0,-1,-1,-7,1,0,0,0,0,-8,0,0,0,1,1,-7,-84,-85,-86,-91,-92,-99,0,
0,0,0,0,-1,-7,0,0,0,0,-1,-8,0,0,0,0,-1,-7,1,0,0,0,0,-8,0,0,-1,0,0,-8,-86,-86,-87,-80,-81,-88,0,
1,0,-1,0,-1,-7,0,0,0,0,-1,-8,0,1,0,0,-1,-7,0,0,0,0,0,-8,1,0,-1,0,0,-8,-89,-89,-89,-85,-86,-93,0,
0,0,0,0,-1,-7,0,0,-1,0,-1,-8,1,0,0,0,-1,-7,0,0,-1,0,0,-8,1,0,0,0,0,-8,-80,-81,-81,-91,-92,-98,0,
0,0,-1,0,-1,-7,0,0,0,0,-1,-7,-1,-1,-1,0,-1,-7,1,0,0,0,0,-7,1,1,0,0,0,-7,-82,-83,-83,-77,-78,-84,0,
0,0,-1,0,-1,-6,1,0,-1,0,-1,-7,0,0,0,0,-1,-6,1,0,0,0,0,-7,1,1,0,0,0,-7,-91,-91,-91,-88,-89,-95,0,
1,0,0,0,-1,-6,0,1,1,1,0,-8,0,0,0,0,-1,-6,1,0,-1,0,0,-8,1,0,0,1,1,-7,-81,-82,-82,-88,-89,-96,0,
0,0,-1,0,-1,-7,1,0,-1,0,-1,-8,0,0,-1,0,-1,-7,0,0,-1,0,0,-8,0,0,-1,0,0,-8,-86,-86,-87,-78,-79,-86,0,
0,0,-1,0,-1,-6,1,1,1,1,0,-7,1,0,0,0,-1,-6,1,0,-1,0,0,-7,1,0,0,0,0,-7,-92,-92,-86,-86,-87,-91,0,
1,0,0,0,0,-6,1,1,0,0,-1,-7,0,-1,-1,-1,-1,-6,0,0,0,0,1,-7,1,1,1,1,1,-7,-78,-79,-89,-89,-90,-87,0,
1,0,0,0,0,-6,1,0,0,0,0,-7,1,0,0,0,-1,-6,0,0,0,0,1,-7,1,0,-1,0,1,-6,-85,-85,-81,-81,-82,-93,0,
0,0,0,0,-1,-6,1,0,-1,0,-1,-7,0,0,0,0,-1,-6,1,1,0,0,0,-7,2,1,1,1,0,-7,-89,-90,-87,-86,-87,-88,0,
1,0,0,0,-1,-6,2,1,1,1,0,-6,1,1,0,0,0,-6,0,0,0,0,1,-5,2,1,1,1,0,-7,-70,-82,-82,-82,-82,-82,0,
1,0,-1,0,0,-6,0,0,-1,0,0,-6,1,0,-1,0,-1,-6,1,0,0,0,0,-7,1,0,-1,0,0,-7,-87,-88,-86,-85,-86,-91,0,
0,0,-1,0,-1,-6,0,2,1,1,-1,-7,1,1,0,0,-1,-6,1,0,0,0,0,-7,0,0,1,1,1,-7,-80,-79,-82,-82,-82,-98,0,
0,0,-1,0,-1,-6,0,0,0,0,-1,-7,0,0,-1,0,-1,-7,1,0,0,0,0,-8,0,0,-1,0,0,-7,-81,-81,-85,-85,-86,-89,0,
1,0,0,0,-1,-7,0,0,0,-1,-1,-8,0,0,0,0,-1,-7,1,0,-1,0,0,-8,0,0,0,0,0,-7,-87,-87,-92,-91,-92,-93,0,
1,0,0,0,-1,-7,0,0,-1,0,-1,-8,1,0,-1,0,-1,-7,0,0,-1,0,0,-8,0,0,-1,0,0,-7,-82,-83,-86,-85,-86,-101,0,
1,0,0,0,-1,-6,1,0,0,0,-1,-7,0,0,0,0,-1,-6,0,0,0,0,0,-7,2,1,1,1,0,-7,-89,-85,-85,-85,-80,-86,0,
0,0,-1,0,-1,-6,1,0,0,0,-1,-7,1,0,0,0,-1,-6,1,0,0,0,0,-7,1,0,0,0,0,-7,-92,-84,-84,-84,-85,-91,0,
0,0,0,0,-1,-6,0,0,-1,0,-1,-7,0,0,0,0,-1,-6,0,0,-1,0,0,-7,1,1,0,1,1,-6,-82,-86,-86,-86,-92,-98,0,
0,0,0,0,-1,-6,0,0,-1,0,-1,-7,1,1,-1,0,-1,-6,1,0,0,0,0,-7,1,0,0,0,0,-7,-90,-81,-81,-81,-78,-84,0,
0,0,0,0,-1,-6,1,0,-1,0,-1,-7,1,1,-1,0,-1,-6,0,0,0,0,0,-7,1,1,1,0,0,-7,-85,-85,-85,-85,-90,-96,0,
0,0,0,0,-1,-6,1,0,0,0,-1,-7,0,0,-1,0,-1,-6,0,0,-1,0,0,-7,0,0,0,0,0,-7,-78,-78,-79,-78,-93,-99,0,
-1,0,0,0,0,-5,0,0,-1,-1,-1,-6,0,0,-1,-1,0,-4,1,0,-1,0,0,-5,2,2,0,0,0,-5,-32,-45,-46,-46,-75,-80,0,
-1,0,-1,-1,-1,-7,-1,1,-1,-1,-1,-7,-1,0,-1,-1,0,-6,0,0,-1,-1,0,-7,0,0,-1,0,0,-6,-77,-80,-81,-81,-90,-96,0,
-1,0,-1,-1,-1,-7,-1,0,-1,-1,-2,-7,-1,0,-2,-1,-1,-7,0,0,-1,-1,-1,-7,0,0,-1,-1,-1,-7,-86,-85,-86,-81,-82,-88,0,
-1,0,-1,-1,-1,-7,-1,0,-2,-1,-2,-7,-1,0,-1,-1,0,-7,0,0,-1,-1,-1,-7,0,0,-1,-1,-1,-8,-88,-87,-85,-85,-86,-85,0,
0,0,0,0,0,-5,1,1,0,0,0,-4,-1,0,-1,-1,0,-6,0,0,-1,-1,-1,-7,1,0,-1,-1,0,-6,-77,-92,-93,-93,-89,-94,0,
-1,0,-1,-1,0,-7,-1,0,-1,-1,-2,-7,-1,0,-1,-1,-1,-7,0,0,-1,-1,-1,-7,0,0,-1,-1,-1,-7,-78,-77,-78,-87,-88,-93,0,
-1,0,-2,-1,-1,-7,0,1,-1,-1,-2,-7,-1,0,-1,-1,-1,-7,0,0,-1,-1,-1,-7,0,0,-1,-1,-1,-8,-86,-86,-78,-78,-79,-84,0,
-1,0,-1,-1,0,-7,0,0,-1,-1,-2,-7,0,0,-1,-1,-1,-7,0,1,-1,-1,-1,-7,0,0,-1,0,-1,-7,-89,-86,-88,-88,-89,-93,0,
-1,0,-1,-1,-1,-7,0,0,-1,0,-2,-8,-1,-1,-2,-1,0,-7,1,0,-1,-1,-1,-7,1,0,-1,-1,0,-7,-80,-78,-79,-78,-89,-95,0,
0,0,-1,-1,-1,-7,-1,0,-1,-1,-2,-7,0,0,-1,0,-1,-7,0,0,-1,-1,-1,-7,2,1,-1,-1,0,-7,-81,-81,-82,-81,-82,-88,0,
-1,0,-1,0,-1,-7,-1,1,-1,-1,-2,-7,0,0,-1,-1,-2,-9,1,0,-1,-1,-1,-7,1,0,0,0,1,-7,-86,-86,-87,-87,-87,-88,0,
0,0,-1,-1,-1,-8,1,1,0,-1,-1,-7,0,0,-1,-1,0,-8,1,0,-1,-1,0,-7,1,0,-1,-1,0,-7,-85,-90,-91,-91,-87,-92,0,
0,0,-1,-1,0,-7,0,1,-1,-1,-1,-6,0,0,-1,-1,0,-7,1,0,-1,-1,-1,-7,0,0,-1,-1,-1,-7,-77,-77,-78,-89,-89,-96,0,
0,0,-1,-1,-1,-7,0,0,-1,0,-1,-7,0,0,-1,-1,-1,-7,1,0,-1,-1,0,-7,1,0,-1,-1,0,-7,-87,-87,-81,-81,-82,-90,0,
0,0,-1,0,0,-7,1,1,0,0,-1,-6,0,0,-1,-1,-1,-7,1,0,-1,-1,0,-7,0,1,0,0,0,-7,-92,-86,-87,-87,-88,-94,0,
0,0,-1,-1,0,-7,0,0,-1,-1,-1,-7,0,0,-1,-1,0,-7,1,0,-1,-1,-1,-7,1,0,-1,-1,-1,-7,-81,-90,-91,-91,-92,-97,0,
0,0,-1,-1,0,-7,0,0,-1,-1,-2,-7,0,0,-1,-1,-1,-7,1,1,-1,-1,-1,-8,1,0,-1,-1,-1,-7,-81,-80,-82,-81,-83,-89,0,
0,1,-1,-1,0,-8,0,2,0,0,-2,-7,0,1,-1,-1,-1,-8,1,1,-1,-1,0,-7,1,0,-1,-1,-1,-7,-89,-88,-90,-83,-84,-89,0,
